title,year,budget,gross,country,imdb_score,facebook_likes
Zookeeper,2011,80000000,80360866,USA,5.2,0
Alvin and the Chipmunks,2007,60000000,217326336,USA,5.2,0
The Mummy: Tomb of the Dragon Emperor,2008,145000000,102176165,USA,5.2,0
Twilight,2008,37000000,191449475,USA,5.2,19000
My Stepmother Is an Alien,1988,20000000,13854000,USA,5.2,818
Addicted,2014,5000000,17382982,USA,5.2,0
Over Her Dead Body,2008,10000000,7563670,USA,5.2,518
Legion,2010,26000000,40168080,USA,5.2,0
Clockstoppers,2002,26000000,36985501,USA,5.2,874
The Stepford Wives,2004,90000000,59475623,USA,5.2,0
The Sweetest Thing,2002,43000000,24430272,USA,5.1,0
Stealing Harvard,2002,25000000,13973532,USA,5.1,215
Miss March,2009,6000000,4542775,USA,5.1,985
A Nightmare on Elm Street 5: The Dream Child,1989,8000000,22168359,USA,5.1,1000
Return to the Blue Lagoon,1991,11000000,2807854,USA,5.1,967
Dil Jo Bhi Kahey...,2005,70000000,129319,India,5.1,9
Dylan Dog: Dead of Night,2010,20000000,1183354,USA,5.1,0
The Toxic Avenger Part II,1989,2300000,792966,USA,5.1,321
Eragon,2006,100000000,75030163,USA,5.1,0
Maid in Manhattan,2002,55000000,93815117,USA,5.1,0
Stay Alive,2006,9000000,23078294,USA,5.1,0
Lost in Space,1998,80000000,69102910,USA,5.1,0
The Bridge of San Luis Rey,2004,24000000,42880,UK,5.1,181
Thr3e,2006,2400000,978908,Poland,5.1,250
Unaccompanied Minors,2006,26000000,16647384,USA,5.1,498
Scary Movie 4,2006,45000000,90703745,USA,5.1,1000
Bless the Child,2000,40000000,29374178,USA,5.1,394
The Scarlet Letter,1995,50000000,10400000,USA,5.1,943
Get Carter,2000,40000000,14967182,USA,5.1,604
Air Bud,1997,3000000,24629916,USA,5.1,902
Stealing Harvard,2002,25000000,13973532,USA,5.1,215
I Want Your Money,2010,400000,425899,USA,5.1,638
Alex Rider: Operation Stormbreaker,2006,40000000,652526,Germany,5.1,823
Sorority Row,2009,16000000,11956207,USA,5.1,0
Vamps,2012,16000000,2964,USA,5.1,0
Snow Dogs,2002,35000000,81150692,Canada,5.1,0
Spy Kids 2: Island of Lost Dreams,2002,38000000,85570368,USA,5.1,478
Big Momma's House,2000,30000000,117559438,USA,5.1,1000
Excessive Force,1993,3000000,1200000,USA,5.1,107
Held Up,1999,8000000,4692814,USA,5.1,77
Hot Tub Time Machine 2,2015,14000000,12282677,USA,5.1,0
Random Hearts,1999,64000000,31054924,USA,5.1,295
Malibu's Most Wanted,2003,16000000,34308901,USA,5.1,0
The Order,2003,38000000,7659747,USA,5.1,704
G-Force,2009,150000000,119420252,USA,5.1,0
"I, Frankenstein",2014,65000000,19059018,Australia,5.1,15000
The Dukes of Hazzard,2005,50000000,80270227,USA,5.1,0
The Hills Have Eyes II,2007,15000000,20801344,USA,5.1,0
Hot Pursuit,2015,35000000,34507079,USA,5.1,0
The Transporter Refueled,2015,25000000,16027866,France,5.1,0
Here on Earth,2000,15000000,10494147,USA,5.1,648
Not Cool,2014,600000,35688,USA,5.1,0
Alex Cross,2012,35000000,25863915,USA,5.1,11000
The Son of No One,2011,15000000,28870,USA,5.1,0
The Longshots,2008,23000000,11508423,USA,5.1,376
Jennifer's Body,2009,16000000,16204793,USA,5.1,6000
The Lords of Salem,2012,2500000,1163508,USA,5.1,15000
Good Boy!,2003,17000000,37566230,USA,5.1,309
A Haunted House,2013,2500000,40041683,USA,5.1,0
The Cave,2005,30000000,14888028,USA,5.1,0
Sex Tape,2014,40000000,38543473,USA,5.1,0
Exorcist: The Beginning,2004,50000000,41814863,USA,5.1,893
House Party 2,1991,5000000,19281235,USA,5.1,232
My Super Ex-Girlfriend,2006,30000000,22526144,USA,5.1,1000
2016: Obama's America,2012,2500000,33349949,USA,5.1,0
The Ladies Man,2000,11000000,13592872,USA,5.1,671
Jade,1995,50000000,9795017,USA,5.1,422
Like Mike,2002,30000000,51432423,USA,5.1,1000
The Brown Bunny,2003,10000000,365734,USA,5.0,952
The Ten,2007,5250000,766487,USA,5.0,915
Silent Hill: Revelation 3D,2012,20000000,17529157,France,5.0,25000
Lucky Numbers,2000,65000000,10014234,France,5.0,177
Baggage Claim,2013,8500000,21564616,USA,5.0,0
Chernobyl Diaries,2012,1000000,18112929,USA,5.0,24000
Abduction,2011,35000000,28064226,USA,5.0,13000
Home Fries,1998,15000000,10443316,USA,5.0,247
Congo,1995,50000000,81022333,USA,5.0,0
The Grudge 2,2006,20000000,39143839,USA,5.0,930
Cursed,2005,35000000,19294901,USA,5.0,0
Miss Congeniality 2: Armed and Fabulous,2005,45000000,48472213,USA,5.0,621
An American Haunting,2005,14000000,16298046,UK,5.0,0
Superstar,1999,14000000,30628981,USA,5.0,2000
Survival of the Dead,2009,4000000,101055,USA,5.0,0
Fame,2009,18000000,22452209,USA,5.0,0
Get Rich or Die Tryin',2005,40000000,30981850,USA,5.0,0
Paranormal Activity: The Marked Ones,2014,5000000,32453345,USA,5.0,10000
Doug's 1st Movie,1999,5000000,19421271,USA,5.0,122
Alvin and the Chipmunks: The Road Chip,2015,90000000,85884815,USA,5.0,0
Battle of the Year,2013,20000000,8888355,USA,5.0,0
The Happening,2008,48000000,64505912,USA,5.0,6000
Agent Cody Banks,2003,26000000,47285499,USA,5.0,542
Stealth,2005,135000000,31704416,USA,5.0,0
Compadres,2016,3000000,3105269,Mexico,5.0,174
Swimfan,2002,8500000,28563926,USA,5.0,720
Madea's Family Reunion,2006,6000000,63231524,USA,5.0,676
Girl 6,1996,12000000,4903000,USA,5.0,251
The Legend of the Lone Ranger,1981,18000000,8000000,USA,5.0,346
When a Stranger Calls,2006,15000000,47860214,USA,5.0,0
Garfield,2004,35000000,75367693,USA,5.0,795
Say It Isn't So,2001,25000000,5516708,USA,4.9,295
Darkness Falls,2003,11000000,32131483,USA,4.9,2000
Scooby-Doo 2: Monsters Unleashed,2004,80000000,84185387,USA,4.9,567
Tammy,2014,20000000,84518155,USA,4.9,11000
Abandon,2002,25000000,10719367,USA,4.9,261
I Don't Know How She Does It,2011,24000000,9639242,USA,4.9,0
The Haunted Mansion,2003,90000000,75817994,USA,4.9,988
Down to You,2000,9000000,20035310,USA,4.9,580
Freddy's Dead: The Final Nightmare,1991,8500000,34872293,USA,4.9,963
The Women,2008,16500000,26896744,USA,4.9,0
The Darkest Hour,2011,30000000,21426805,USA,4.9,0
Halloween: The Curse of Michael Myers,1995,5000000,15126948,USA,4.9,0
Summer Catch,2001,34000000,19693891,USA,4.9,476
Snow Day,2000,13000000,60008303,USA,4.9,0
The Big Bounce,2004,50000000,6471394,USA,4.9,288
Halloween II,2009,15000000,33386128,USA,4.9,3000
Eye of the Beholder,1999,15000000,16459004,Canada,4.9,327
Year One,2009,60000000,43337279,USA,4.9,0
My Favorite Martian,1999,65000000,36830057,USA,4.9,448
Seed of Chucky,2004,12000000,17016190,Romania,4.9,0
Harvard Man,2001,5500000,56007,USA,4.9,113
Dracula 2000,2000,28000000,33000377,USA,4.9,0
Halloween II,2009,15000000,33386128,USA,4.9,3000
Ghosts of Mars,2001,28000000,8434601,USA,4.9,0
The Cold Light of Day,2012,20000000,3749061,USA,4.9,0
Meet Dave,2008,60000000,11802056,USA,4.9,791
The Twilight Saga: Eclipse,2010,68000000,300523113,USA,4.9,29000
Holy Man,1998,60000000,12065985,USA,4.9,296
Shadow Conspiracy,1997,45000000,2154540,USA,4.9,68
The Phantom,1996,45000000,17300889,Australia,4.9,0
The Haunting,1999,80000000,91188905,USA,4.9,0
Our Family Wedding,2010,14000000,20246959,USA,4.9,1000
After Earth,2013,130000000,60522097,USA,4.9,37000
Boat Trip,2002,20000000,8586376,USA,4.9,1000
Gulliver's Travels,2010,112000000,42776259,USA,4.9,0
Shorts,2009,40000000,20916309,USA,4.9,431
Scooby-Doo,2002,84000000,153288182,USA,4.9,0
Superman III,1983,39000000,60000000,UK,4.9,0
Elektra,2005,43000000,24407944,Canada,4.8,0
My Soul to Take,2010,25000000,14637490,USA,4.8,0
The Animal,2001,22000000,55762229,USA,4.8,1000
102 Dalmatians,2000,85000000,66941559,USA,4.8,372
New York Minute,2004,30000000,14018364,USA,4.8,849
The Unborn,2009,16000000,42638165,USA,4.8,0
Charlie's Angels: Full Throttle,2003,120000000,100685880,USA,4.8,0
Zoolander 2,2016,50000000,28837115,USA,4.8,28000
My Soul to Take,2010,25000000,14637490,USA,4.8,0
Supernova,2000,65000000,14218868,USA,4.8,589
The Spirit,2008,60000000,19781879,USA,4.8,2000
The Forest,2016,10000000,26583369,USA,4.8,10000
The Flintstones,1994,45000000,130512915,USA,4.8,0
Black Knight,2001,50000000,33422806,USA,4.8,0
All About Steve,2009,15000000,33860010,USA,4.8,0
Texas Chainsaw 3D,2013,11000000,34334256,USA,4.8,16000
The Roommate,2011,16000000,37300107,USA,4.8,0
Envy,2004,40000000,12181484,USA,4.8,713
Over the Hill to the Poorhouse,1920,100000,3000000,USA,4.8,0
Chocolate: Deep Dark Secrets,2005,1500000,49000,India,4.8,31
Wild Wild West,1999,170000000,113745408,USA,4.8,0
Madea's Witness Protection,2012,20000000,65623128,USA,4.8,0
Lost Souls,2000,28000000,16779636,USA,4.8,209
DOA: Dead or Alive,2006,21000000,480314,USA,4.8,0
Hoodwinked Too! Hood vs. Evil,2011,30000000,10134754,USA,4.8,0
The Barbarians,1987,4000000,800000,USA,4.8,550
They,2002,17000000,12693621,USA,4.8,814
The Unborn,2009,16000000,42638165,USA,4.8,0
Godsend,2004,25000000,14334645,USA,4.8,387
Locker 13,2014,300000,2468,USA,4.8,261
Knock Off,1998,35000000,10076136,Aruba,4.8,471
Teenage Mutant Ninja Turtles III,1993,17000000,42660000,USA,4.8,1000
Crocodile Dundee in Los Angeles,2001,21150000,25590119,Australia,4.8,387
The Musketeer,2001,40000000,27053815,Germany,4.7,299
Valentine,2001,10000000,20384136,USA,4.7,0
Jonah Hex,2010,47000000,10539414,USA,4.7,0
Turbulence,1997,71000000,11466088,USA,4.7,316
Motherhood,2009,5000000,92900,USA,4.7,546
American Ninja 2: The Confrontation,1987,350000,4000000,USA,4.7,583
The Next Best Thing,2000,25000000,14983572,USA,4.7,378
Did You Hear About the Morgans?,2009,58000000,29580087,USA,4.7,0
The Marine,2006,20000000,18843314,USA,4.7,0
Herbie Fully Loaded,2005,50000000,66002004,USA,4.7,1000
A Madea Christmas,2013,25000000,52528330,USA,4.7,0
"Surfer, Dude",2008,6000000,36497,USA,4.7,850
The Masked Saint,2016,3500000,123777,Canada,4.7,0
Full Frontal,2002,2000000,2506446,USA,4.7,134
Friday the 13th: A New Beginning,1985,2200000,21300000,USA,4.7,1000
Aliens vs. Predator: Requiem,2007,40000000,41797066,USA,4.7,0
Raise the Titanic,1980,36000000,7000000,UK,4.7,328
Hanging Up,2000,60000000,36037909,Germany,4.7,390
Pulse,2006,20000000,20259297,USA,4.7,0
Monkeybone,2001,75000000,5409517,USA,4.7,683
Gory Gory Hallelujah,2003,100000,11798,USA,4.7,39
A Haunted House 2,2014,4000000,17314483,USA,4.7,0
Detention of the Dead,2012,500000,1332,USA,4.6,898
I Still Know What You Did Last Summer,1998,24000000,39989008,USA,4.6,891
Big Momma's House 2,2006,40000000,70163652,USA,4.6,663
Halloween III: Season of the Witch,1982,2500000,14400000,USA,4.6,0
The Wash,2001,4000000,10097096,USA,4.6,842
The Boy Next Door,2015,4000000,35385560,USA,4.6,8000
90 Minutes in Heaven,2015,5000000,4700361,USA,4.6,0
Paranormal Activity 4,2012,5000000,53884821,USA,4.6,26000
College,2008,6500000,4693919,USA,4.6,422
The Twilight Saga: New Moon,2009,50000000,296623634,USA,4.6,13000
Anaconda,1997,45000000,65557989,USA,4.6,0
Corky Romano,2001,11000000,23978402,USA,4.6,365
Breakfast of Champions,1999,12000000,175370,USA,4.6,458
Showgirls,1995,45000000,20302961,France,4.6,0
My Boss's Daughter,2003,14000000,15549702,USA,4.6,411
The In Crowd,2000,15000000,5217498,USA,4.6,157
Highlander: Endgame,2000,15000000,12801190,USA,4.6,356
Confessions of a Teenage Drama Queen,2004,15000000,29302097,Germany,4.6,810
Warriors of Virtue,1997,35000000,6448817,USA,4.6,0
Howard the Duck,1986,35000000,16295774,USA,4.6,0
"Legally Blonde 2: Red, White & Blonde",2003,45000000,89808372,USA,4.6,660
Are We There Yet?,2005,32000000,82301521,USA,4.6,773
The Rage: Carrie 2,1999,21000000,17757087,USA,4.6,897
Anacondas: The Hunt for the Blood Orchid,2004,25000000,31526393,USA,4.6,686
Half Past Dead,2002,13000000,15361537,Germany,4.6,564
Dr. Dolittle 2,2001,72000000,112950721,USA,4.6,266
Deuce Bigalow: European Gigolo,2005,22000000,22264487,USA,4.6,887
The Virginity Hit,2010,3400000,535249,USA,4.6,974
Yogi Bear,2010,80000000,100169068,USA,4.6,0
Alvin and the Chipmunks: The Squeakquel,2009,75000000,219613391,USA,4.5,2000
Extreme Ops,2002,40000000,4835968,UK,4.5,158
The Vatican Tapes,2015,8495000,1712111,USA,4.5,0
Poltergeist III,1988,10500000,14114488,USA,4.5,616
Space Chimps,2008,37000000,30105968,USA,4.5,279
Stonewall,2015,13500000,186354,USA,4.5,0
Vampire in Brooklyn,1995,20000000,19900000,USA,4.5,1000
All the Queen's Men,2001,25000000,22723,Germany,4.5,193
Superhero Movie,2008,35000000,25871834,USA,4.5,0
Freddy Got Fingered,2001,15000000,14249005,USA,4.5,0
Driven,2001,72000000,32616869,USA,4.5,886
High School Musical 3: Senior Year,2008,11000000,90556401,USA,4.5,0
Juwanna Mann,2002,15600000,13571817,USA,4.5,939
Happily N'Ever After,2006,47000000,15519841,USA,4.5,261
The Perfect Match,2016,5000000,9658370,USA,4.5,740
Black Christmas,2006,9000000,16235293,USA,4.5,0
Can't Stop the Music,1980,20000000,2000000,USA,4.5,1000
Code Name: The Cleaner,2007,20000000,8104069,USA,4.5,233
Agent Cody Banks 2: Destination London,2004,26000000,23222861,USA,4.5,167
Friday the 13th Part VIII: Jason Takes Manhattan,1989,5000000,14343976,USA,4.5,1000
On Deadly Ground,1994,50000000,38590500,USA,4.4,812
Alvin and the Chipmunks: Chipwrecked,2011,75000000,133103929,USA,4.4,0
Skyline,2010,10000000,21371425,USA,4.4,13000
Delgo,2008,40000000,511920,USA,4.4,211
The Island of Dr. Moreau,1996,40000000,27663982,USA,4.4,0
The Nutcracker in 3D,2010,90000000,190562,UK,4.4,788
Paul Blart: Mall Cop 2,2015,30000000,71038190,USA,4.4,8000
Soul Plane,2004,16000000,13922211,USA,4.4,0
"Big Mommas: Like Father, Like Son",2011,32000000,37911876,USA,4.4,0
Black Nativity,2013,17500000,7017178,USA,4.4,0
Ultraviolet,2006,30000000,18500966,USA,4.4,0
Getaway,2013,18000000,10494494,USA,4.4,4000
Why Did I Get Married Too?,2010,20000000,60072596,USA,4.4,0
Jason X,2001,11000000,12610731,USA,4.4,0
Town & Country,2001,90000000,6712451,New Line,4.4,53
Whipped,2000,3000000,4142507,USA,4.4,131
Atlas Shrugged: Who Is John Galt?,2014,5000000,830210,USA,4.4,0
Ouija,2014,5000000,50820940,USA,4.4,18000
Kangaroo Jack,2003,60000000,66734992,USA,4.4,858
The Shaggy Dog,2006,50000000,61112916,USA,4.4,747
xXx: State of the Union,2005,87000000,26082914,USA,4.3,0
Sex and the City 2,2010,100000000,95328937,USA,4.3,0
Fat Albert,2004,26000000,48114556,USA,4.3,531
In the Land of Blood and Honey,2011,13000000,301305,USA,4.3,0
Cats & Dogs: The Revenge of Kitty Galore,2010,85000000,43575716,USA,4.3,0
Fantastic Four,2015,120000000,56114221,USA,4.3,41000
The Salon,2005,1500000,92362,USA,4.3,68
Highlander: The Final Dimension,1994,26000000,13829734,Canada,4.3,319
Foolish,1999,2000000,6026908,USA,4.3,43
Striptease,1996,40000000,32800000,USA,4.3,877
Littleman,2006,64000000,58255287,USA,4.3,0
Jason Goes to Hell: The Final Friday,1993,2500000,15935068,USA,4.3,949
An American Carol,2008,12000000,7001720,USA,4.3,797
Fantastic Four,2015,120000000,56114221,USA,4.3,41000
Ghost Rider: Spirit of Vengeance,2011,57000000,51774002,USA,4.3,18000
Nutty Professor II: The Klumps,2000,65000000,123307945,USA,4.3,374
Johnson Family Vacation,2004,12000000,31179516,USA,4.3,243
3 Ninjas Kick Back,1994,20000000,11784000,USA,4.3,444
Movie 43,2013,6000000,8828771,USA,4.3,25000
A Sound of Thunder,2005,52000000,1891821,UK,4.2,785
Undiscovered,2005,9000000,1046166,Germany,4.2,128
Hannah Montana: The Movie,2009,30000000,79566871,USA,4.2,0
Thunderbirds,2004,57000000,6768055,UK,4.2,437
Zoom,2006,35000000,11631245,USA,4.2,494
The Last Airbender,2010,150000000,131564731,USA,4.2,18000
Basic Instinct 2,2006,70000000,5851188,UK,4.2,764
Marmaduke,2010,50000000,33643461,USA,4.2,0
The Legend of Hercules,2014,70000000,18821279,USA,4.2,12000
The Gallows,2015,100000,22757819,USA,4.2,0
Ishtar,1987,51000000,14375181,USA,4.2,754
The Devil Inside,2012,1000000,53245055,USA,4.2,12000
Wing Commander,1999,30000000,11576087,USA,4.1,858
Boogeyman,2005,20000000,46363118,USA,4.1,1000
Inspector Gadget,1999,75000000,97360069,USA,4.1,509
Universal Soldier: The Return,1999,24000000,10431220,USA,4.1,401
The Adventures of Rocky & Bullwinkle,2000,76000000,26000610,USA,4.1,413
Urban Legends: Final Cut,2000,14000000,21468807,USA,4.1,243
Halloween: Resurrection,2002,15000000,30259652,USA,4.1,0
The Apparition,2012,17000000,4930798,USA,4.1,0
Chain Letter,2009,5000000,143000,USA,4.1,0
I Can Do Bad All by Myself,2009,13000000,51697449,USA,4.1,1000
The Legend of God's Gun,2007,30000,243768,USA,4.1,13
In Her Line of Fire,2006,1000000,721,Germany,4.1,42
King's Ransom,2005,15000000,4006906,USA,4.1,83
Megiddo: The Omega Code 2,2001,22000000,5974653,USA,4.1,158
Spy Kids 3-D: Game Over,2003,38000000,111760631,USA,4.1,681
Fifty Shades of Grey,2015,40000000,166147885,USA,4.1,101000
Underclassman,2005,25000000,5654777,USA,4.1,206
One Direction: This Is Us,2013,10000000,28873374,USA,4.1,0
On the Line,2001,16000000,4356743,USA,4.1,0
Book of Shadows: Blair Witch 2,2000,15000000,26421314,USA,4.0,949
3 Strikes,2000,6000000,9821335,USA,4.0,118
Shark Night 3D,2011,25000000,18860403,USA,4.0,0
The Country Bears,2002,35000000,16988996,USA,4.0,422
Devil's Due,2014,7000000,15818967,USA,4.0,0
Super Mario Bros.,1993,42000000,20915465,UK,4.0,0
Torque,2004,40000000,21176322,USA,4.0,0
The Last Exorcism Part II,2013,5000000,15152879,France,4.0,0
Blonde Ambition,2007,10000000,5561,USA,3.9,160
I Got the Hook Up,1998,3500000,10305534,USA,3.9,280
RoboCop 3,1993,23500000,10696210,USA,3.9,716
The Canyons,2013,250000,49494,USA,3.9,0
One Missed Call,2008,27000000,26876529,Japan,3.9,0
Soul Survivors,2001,14000000,3100650,USA,3.9,231
Go for It!,2011,2450000,178739,USA,3.9,566
Meet the Deedles,1998,24000000,4308981,USA,3.9,839
Prom Night,2008,20000000,43818159,USA,3.9,1000
Dudley Do-Right,1999,22000000,9694105,USA,3.8,272
Street Fighter,1994,35000000,33423521,Japan,3.8,0
Beastmaster 2: Through the Portal of Time,1991,6000000,869325,USA,3.8,125
Woo,1998,13000000,8026971,USA,3.8,204
The Love Guru,2008,62000000,32178777,USA,3.8,0
The Adventures of Pluto Nash,2002,100000000,4411102,USA,3.8,416
Furry Vengeance,2010,35000000,17596256,USA,3.8,0
In the Name of the King: A Dungeon Siege Tale,2007,60000000,4535117,Germany,3.8,0
The Cat in the Hat,2003,109000000,100446895,USA,3.8,946
The Haunting of Molly Hartley,2008,5000000,13350177,USA,3.8,562
Batman & Robin,1997,125000000,107285004,USA,3.7,0
Mortal Kombat: Annihilation,1997,30000000,35927406,USA,3.7,1000
Beverly Hills Chihuahua,2008,20000000,94497271,USA,3.7,0
Speed 2: Cruise Control,1997,160000000,48068396,USA,3.7,894
Street Fighter: The Legend of Chun-Li,2009,18000000,8742261,Canada,3.7,0
Ballistic: Ecks vs. Sever,2002,70000000,14294842,USA,3.6,391
Swept Away,2002,10000000,598645,UK,3.6,725
Thomas and the Magic Railroad,2000,19000000,15911333,UK,3.6,663
The Flintstones in Viva Rock Vegas,2000,60000000,35231365,USA,3.6,500
The Last Godfather,2010,13400000,163591,South Korea,3.6,502
Superman IV: The Quest for Peace,1987,17000000,15681020,UK,3.6,1000
Bats,1999,6500000,10149779,USA,3.6,342
Spy Kids: All the Time in the World in 4D,2011,27000000,38536376,USA,3.6,0
Dragon Wars: D-War,2007,35000000,10956379,South Korea,3.6,0
Luminarias,2000,1000000,428535,USA,3.6,24
Fifty Shades of Black,2016,5000000,11675178,USA,3.5,11000
An Alan Smithee Film: Burn Hollywood Burn,1997,10000000,15447,USA,3.5,89
You Got Served,2004,8000000,40066497,USA,3.5,0
Scary Movie 5,2013,20000000,32014289,USA,3.5,13000
Vampires Suck,2010,20000000,36658108,USA,3.5,16000
Megaforce,1982,20000000,5333658,USA,3.5,0
The Adventures of Sharkboy and Lavagirl 3-D,2005,50000000,39177541,USA,3.5,0
Dance Flick,2009,25000000,25615792,USA,3.5,657
The Omega Code,1999,7500000,12610552,USA,3.5,129
God's Not Dead 2,2016,5000000,20773070,USA,3.4,0
Jack and Jill,2011,79000000,74158157,USA,3.4,0
Dumb and Dumberer: When Harry Met Lloyd,2003,19000000,26096584,USA,3.4,1000
Crossroads,2002,12000000,37188667,USA,3.3,0
"The Book of Mormon Movie, Volume 1: The Journey",2003,2000000,1098224,USA,3.3,32
Police Academy: Mission to Moscow,1994,6200000,126247,USA,3.3,321
Fascination,2004,5000000,16066,Germany,3.3,40
Bucky Larson: Born to Be a Star,2011,10000000,2331318,USA,3.3,0
The Master of Disguise,2002,16000000,40363530,USA,3.3,1000
Spice World,1997,25000000,29247405,UK,3.3,0
Neal 'N' Nikki,2005,1500000,100358,India,3.3,66
Crossroads,2002,12000000,37188667,USA,3.3,0
Feardotcom,2002,42000000,13208023,UK,3.3,612
Catwoman,2004,100000000,40198710,USA,3.3,0
Teen Wolf Too,1987,3000000,7888703,USA,3.2,491
Larry the Cable Guy: Health Inspector,2006,4000000,15655665,USA,3.1,110
Left Behind,2014,16000000,13998282,USA,3.1,31000
Left Behind,2014,16000000,13998282,USA,3.1,31000
Witless Protection,2008,7500000,4131640,USA,3.1,140
Rollerball,2002,70000000,18990542,USA,3.0,584
Phat Girlz,2006,3000000,7059537,USA,3.0,837
Shanghai Surprise,1986,17000000,2315683,UK,3.0,154
BloodRayne,2005,25000000,1550000,USA,2.9,937
Daddy Day Camp,2007,6000000,13235267,USA,2.9,256
Barney's Great Adventure,1998,15000000,11144518,Canada,2.8,436
Jaws: The Revenge,1987,23000000,20763013,USA,2.8,0
Doogal,2006,20000000,7382993,USA,2.8,346
Marci X,2003,20000000,1646664,USA,2.8,241
Steel,1997,16000000,1686429,USA,2.8,0
