title,budget,runtime,revenue,vote_average,vote_count,year,country
Vampire in Brooklyn,14000000,100.0,19800000,4.5,111,1995,US
Jason X,11000000,91.0,16951798,4.5,291,2001,US
Dying of the Light,15000000,94.0,0,4.5,118,2014,BS
Highlander: The Final Dimension,26000000,99.0,36800000,4.5,110,1994,CA
On Deadly Ground,50000000,102.0,49000000,4.5,104,1994,US
Halloween: Resurrection,13000000,94.0,37664855,4.5,228,2002,US
The Apparition,17000000,82.0,9627492,4.5,140,2012,US
The Adventures of Sharkboy and Lavagirl,50000000,92.0,69425966,4.4,269,2005,US
Jonah Hex,47000000,80.0,10539000,4.4,420,2010,US
Fantastic Four,120000000,100.0,167977596,4.4,2278,2015,US
Striptease,50000000,115.0,113309743,4.4,205,1996,US
The Legend of Hercules,70000000,99.0,61279452,4.4,533,2014,US
Highlander: Endgame,25000000,87.0,15843608,4.4,104,2000,US
Devil's Due,7000000,89.0,36433975,4.4,216,2014,US
The Adventures of Pluto Nash,100000000,95.0,7103973,4.4,142,2002,AU
The Flintstones in Viva Rock Vegas,83000000,90.0,59468275,4.4,134,2000,US
The Last Exorcism Part II,5000000,88.0,15179302,4.4,203,2013,US
Movie 43,6000000,90.0,32438988,4.4,797,2013,US
My Boss's Daughter,14000000,83.0,0,4.4,180,2003,US
Spy Kids: All the Time in the World,27000000,89.0,85564310,4.4,222,2011,US
Cabin Fever,0,99.0,0,4.4,111,2016,US
Fifty Shades of Black,20000000,92.0,21164799,4.3,331,2016,US
Kangaroo Jack,0,89.0,0,4.3,203,2003,AU
Inspector Gadget,75000000,78.0,0,4.3,318,1999,US
The Love Guru,62000000,87.0,41819064,4.3,242,2008,US
American Heist,10000000,94.0,0,4.3,158,2014,CA
Book of Shadows: Blair Witch 2,0,90.0,0,4.3,212,2000,US
Universal Soldier: The Return,45000000,82.0,10667893,4.2,135,1999,US
RoboCop 3,22000000,104.0,10696210,4.2,305,1993,US
Catwoman,100000000,104.0,82102379,4.2,808,2004,US
Batman & Robin,125000000,125.0,238207122,4.2,1418,1997,GB
Area 51,5000000,91.0,0,4.2,151,2015,US
Jason Goes to Hell: The Final Friday,3000000,87.0,15938065,4.2,193,1993,US
Vampires Suck,20000000,82.0,80547866,4.2,315,2010,US
Speed 2: Cruise Control,160000000,121.0,164508066,4.1,434,1997,US
Desire,1344000,103.0,0,4.1,140,2011,FR
Jack and Jill,79000000,91.0,149673788,4.1,604,2011,US
Police Academy: Mission to Moscow,0,83.0,126247,4.1,178,1994,US
Dumb and Dumberer: When Harry Met Lloyd,19000000,85.0,39267515,4.1,210,2003,US
Street Fighter,35000000,102.0,99423521,4.1,325,1994,JP
In the Name of the King: A Dungeon Siege Tale,60000000,127.0,0,4.1,224,2007,CA
Superman IV: The Quest for Peace,17000000,90.0,19300000,4.1,318,1987,GB
The Boy Next Door,4000000,91.0,52425855,4.1,1022,2015,US
Dragon Wars: D-War,70000000,90.0,53587404,4.0,104,2007,KR
Super Mario Bros.,48000000,104.0,20915465,4.0,232,1993,GB
Street Fighter: The Legend of Chun-Li,50000000,97.0,12764201,3.9,112,2009,CA
Sharknado,1000000,86.0,0,3.8,476,2013,US
Mortal Kombat: Annihilation,30000000,95.0,51376861,3.8,221,1997,US
Left Behind,16000000,110.0,19682924,3.7,392,2014,US
Meet the Spartans,30000000,84.0,84646831,3.7,359,2008,US
Date Movie,20000000,83.0,48548426,3.6,222,2006,CH
Son of the Mask,84000000,94.0,0,3.6,338,2005,DE
Gigli,54000000,121.0,7266209,3.5,104,2003,US
BloodRayne,25000000,95.0,2405420,3.5,118,2005,US
Jaws: The Revenge,23000000,89.0,51881013,3.5,224,1987,US
Rollerball,0,98.0,0,3.4,106,2002,DE
FearDotCom,40000000,101.0,18902015,3.2,105,2002,DE
Epic Movie,20000000,86.0,86865564,3.2,326,2007,US
Alone in the Dark,20000000,96.0,10442808,3.1,173,2005,CA
Battlefield Earth,44000000,118.0,21400000,3.0,255,2000,US
Disaster Movie,25000000,87.0,14109284,3.0,240,2008,US
Dragonball Evolution,100000000,85.0,0,2.9,462,2009,US
